Country,State,Year,Type Of Areas,Gender,"Persons Working In Agriculture, Forestry And Fishing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Mining And Quarrying Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Manufacturing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Electricity, Gas, Steam And Air Conditioning Supply Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Water Supply, Sewerage, Waste Management And Remediation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Construction Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Wholesale, Retail Trade, Repair Of Motor Vehicles And Motorcycles Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Transportation And Storage Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Accommodation And Food Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Information And Communication Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Financial And Insurance Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Real Estate Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Professional, Scientific And Technical Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Administrative And Support Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Public Administration And Defence, Compulsory Social Security Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Education Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Human Health And Social Work Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Arts, Entertainment And Recreation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Other Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Households As Employers For Own Use Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Extraterritorial Organizations And Bodies Industry (UOM:%(Percentage)), Scaling Factor:1"
India,Bihar,"PLFS Year (Jul - Jun), 2017",Urban,Male,8.67,0.24,11.62,0.19,0.36,14.06,27.23,5.86,3.87,2,2.61,0.48,2.4,3.05,1.19,7.56,2.97,1.47,2.79,1.4,0
India,Bihar,"PLFS Year (Jul - Jun), 2017",Urban,Female,5.97,0,14.69,0,0,4.62,8.71,0,1.46,0.32,1.89,0,0.76,3.74,2.52,41.69,7.83,0,3.59,2.19,0
India,Bihar,"PLFS Year (Jul - Jun), 2017",Urban,Persons,8.45,0.22,11.87,0.18,0.33,13.28,25.7,5.37,3.67,1.86,2.55,0.44,2.27,3.11,1.3,10.37,3.37,1.35,2.86,1.46,0
India,Bihar,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,44.62,0.07,9.26,0.06,0.03,17.05,12.26,3.79,1.66,0.57,0.93,0.19,0.9,1.21,0.56,2.85,0.72,0.59,2.04,0.61,0
India,Bihar,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,53.61,0,3.2,0,0,2.77,4.09,0,5.21,0.05,0.27,0,0.11,0.53,0.86,25.7,1.22,0,0.51,1.86,0
India,Bihar,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,45.1,0.07,8.93,0.06,0.03,16.3,11.83,3.59,1.85,0.54,0.9,0.18,0.86,1.17,0.58,4.07,0.75,0.56,1.96,0.67,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural,Male,0.53,0,22.62,0,0,12.82,15.12,16.75,4.08,1.42,1.66,0,4.49,2.05,7.39,8.39,0,1.43,0.15,1.09,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural,Female,19.18,0,9.52,0,0,0,18.35,0,0,0,0,0,0,0,9.78,0,0,0,16.49,26.66,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural,Persons,3.09,0,20.83,0,0,11.07,15.57,14.46,3.52,1.22,1.43,0,3.88,1.77,7.72,7.24,0,1.23,2.39,4.59,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Urban,Male,0.44,0,14.9,3.01,0.19,6.35,19.74,6.58,6.77,2.28,0.96,0.64,4.26,3.45,18.03,3.71,2.58,0.54,2.98,2.62,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Urban,Female,0.08,0,15.13,2.21,0,0,6.55,0,3.88,0.25,10.39,0,2.83,3.07,4.57,12.47,13.42,0.54,3.86,20.76,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Urban,Persons,0.36,0,14.95,2.83,0.15,4.98,16.89,5.16,6.14,1.84,3,0.5,3.95,3.37,15.12,5.6,4.93,0.54,3.17,6.54,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,0.44,0,15.19,2.89,0.18,6.6,19.56,6.97,6.66,2.24,0.98,0.62,4.27,3.4,17.62,3.88,2.49,0.57,2.87,2.56,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,0.5,0,15.01,2.16,0,0,6.82,0,3.79,0.24,10.15,0,2.76,3,4.69,12.19,13.12,0.52,4.14,20.89,0
India,Chandigarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,0.46,0,15.15,2.74,0.14,5.19,16.84,5.48,6.05,1.82,2.94,0.49,3.95,3.32,14.86,5.66,4.76,0.56,3.14,6.47,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural,Male,73.03,0.31,2.34,0.69,0.16,10.6,4.75,1.71,0.89,0.14,0.19,0.02,0.03,0.2,0.79,3.34,0.2,0.12,0.48,0.01,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural,Female,85.68,0,2.16,0,0.25,4.48,3.24,0,0.66,0,0,0,0,0.16,0.38,1.36,1.6,0,0.03,0,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural,Persons,78.01,0.19,2.27,0.42,0.2,8.19,4.16,1.04,0.8,0.08,0.11,0.01,0.02,0.19,0.63,2.56,0.75,0.07,0.3,0.01,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Urban,Male,7.78,2.78,16.78,4.36,0.19,16.77,19.48,8.89,2.73,0.79,2.2,0.38,1.52,0.72,6.11,3.65,1.42,1.28,1.95,0.22,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Urban,Female,21.27,0.55,13.2,0.18,0.82,11.14,10.69,0.38,4.04,0.5,1.29,0,0,0.32,5.04,11.03,5,0.21,9.96,4.37,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Urban,Persons,11.42,2.18,15.81,3.23,0.36,15.25,17.11,6.59,3.08,0.71,1.95,0.28,1.11,0.61,5.82,5.64,2.38,0.99,4.11,1.34,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,61.03,0.77,4.99,1.36,0.17,11.73,7.46,3.03,1.23,0.26,0.56,0.09,0.3,0.3,1.77,3.4,0.42,0.34,0.75,0.05,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,78.35,0.06,3.42,0.02,0.32,5.24,4.09,0.04,1.04,0.06,0.15,0,0,0.18,0.91,2.46,1.99,0.02,1.16,0.5,0
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,67.5,0.5,4.4,0.86,0.22,9.31,6.2,1.91,1.16,0.18,0.4,0.06,0.19,0.26,1.45,3.05,1.01,0.22,0.9,0.22,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural,Male,26.82,0,14.99,0,0.07,13.75,15.2,6.75,2.56,0.13,0.52,0,0,8.66,4.06,2.58,2.53,0,0.91,0.48,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural,Female,0,0,21.25,0,0,1.17,2.44,0,0,0,0,0,0,0,0,0,75.14,0,0,0,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural,Persons,25.97,0,15.19,0,0.07,13.35,14.8,6.53,2.47,0.13,0.5,0,0,8.38,3.93,2.5,4.84,0,0.88,0.47,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Urban,Male,0.64,0.29,26.2,0.64,0.92,8.05,21.9,11,5.15,2.61,2.36,1.22,1.74,4.69,3.32,1.38,0.96,0.23,4.7,2.02,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Urban,Female,0,0,9.93,0.51,0,1.66,8.09,2.93,7.77,4.16,0.45,0.12,2.81,5.43,3.8,15.54,11.58,0,12.14,13.1,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Urban,Persons,0.55,0.25,23.92,0.62,0.79,7.15,19.97,9.87,5.51,2.83,2.09,1.06,1.89,4.79,3.39,3.36,2.45,0.2,5.74,3.57,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,1.4,0.28,25.87,0.62,0.89,8.21,21.71,10.88,5.07,2.54,2.31,1.18,1.69,4.8,3.34,1.42,1.01,0.22,4.59,1.97,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,0,0,10,0.5,0,1.66,8.05,2.91,7.72,4.13,0.45,0.12,2.79,5.39,3.77,15.44,11.97,0,12.07,13.02,0
India,Delhi,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,1.21,0.24,23.69,0.6,0.77,7.31,19.83,9.78,5.43,2.76,2.05,1.04,1.84,4.88,3.4,3.34,2.51,0.19,5.61,3.49,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural,Male,9.05,0.83,23.7,2.48,0,12.72,8.37,7.66,12.53,0,1.91,2.47,0.77,0.9,9.82,2.7,1.07,0.45,0.9,1.68,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural,Female,28.83,0,7.77,0,0,0.83,10.45,0,5.86,0,6.7,0.32,0,0,16.52,11.02,5.38,0,0.94,5.38,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural,Persons,14.64,0.6,19.21,1.78,0,9.36,8.96,5.5,10.64,0,3.26,1.86,0.55,0.65,11.72,5.05,2.28,0.32,0.91,2.72,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Urban,Male,2.81,1.55,17.75,1.36,2.06,11.34,19.26,12.7,6.95,0.62,3.66,0.11,0.62,0.9,8.33,2.77,0.66,0,2.9,3.64,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Urban,Female,5.65,0.55,15.34,0,0,0.85,5.95,3.46,3.7,0.68,2.64,1.01,1.44,0,9.53,24.93,5.45,0.25,4.55,14.02,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Urban,Persons,3.57,1.28,17.1,0.99,1.5,8.51,15.67,10.21,6.07,0.64,3.39,0.36,0.84,0.66,8.66,8.75,1.95,0.07,3.34,6.44,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,5.55,1.23,20.36,1.85,1.16,11.94,14.48,10.49,9.4,0.35,2.89,1.15,0.68,0.9,8.99,2.74,0.84,0.2,2.02,2.78,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,16.17,0.3,11.9,0,0,0.84,7.99,1.89,4.68,0.37,4.49,0.7,0.78,0,12.7,18.62,5.42,0.13,2.91,10.1,0
India,Goa,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,8.47,0.98,18.03,1.34,0.84,8.89,12.7,8.12,8.1,0.36,3.33,1.02,0.71,0.65,10.01,7.11,2.1,0.18,2.27,4.79,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural,Male,62.61,0.51,9.86,0.42,0.32,7.14,6.96,5.92,0.71,0.32,0.32,0.01,0.17,0.48,0.77,0.88,0.45,0.05,1.72,0.39,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural,Female,81.38,0,6.31,0,0,3.05,0.88,0,0.86,0,0,0,0.31,0.35,0.29,2.5,2.12,0,0.11,1.84,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural,Persons,66.58,0.4,9.11,0.33,0.25,6.27,5.68,4.66,0.74,0.25,0.25,0.01,0.2,0.45,0.67,1.23,0.81,0.04,1.38,0.7,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Urban,Male,4.77,0.34,36.88,0.59,0.62,6.67,21.02,9.11,2.4,2.23,3.1,0.33,1.97,1.59,1.8,2.26,1.49,0.3,2.02,0.49,0.03
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Urban,Female,7.69,0,36.78,0,0.5,2.64,7.67,1.47,1.41,1.18,3.81,0,2.02,1.41,2.68,13.83,4.83,0.32,6.38,5.37,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Urban,Persons,5.26,0.28,36.86,0.49,0.6,5.99,18.78,7.83,2.24,2.05,3.22,0.27,1.98,1.56,1.95,4.2,2.05,0.3,2.75,1.31,0.03
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,39.07,0.44,20.86,0.49,0.45,6.95,12.68,7.21,1.4,1.09,1.45,0.14,0.9,0.93,1.19,1.44,0.88,0.15,1.84,0.43,0.01
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,56.36,0,16.66,0,0.17,2.91,3.19,0.5,1.05,0.4,1.29,0,0.89,0.71,1.1,6.35,3.04,0.11,2.24,3.04,0
India,Gujarat,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,42.43,0.35,20.04,0.39,0.39,6.16,10.84,5.91,1.33,0.96,1.42,0.11,0.9,0.89,1.17,2.4,1.3,0.14,1.92,0.94,0.01
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural,Male,36.15,0.24,11.85,0.59,0.38,17.29,9.26,10.99,0.21,0.47,0.57,0.59,1.54,0.93,1.88,3.07,0.81,0.02,2.69,0.48,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural,Female,66.09,0,9.54,0,0.04,3.05,2.21,0.29,0,0.9,0,0,0,0.16,0.65,11.55,3.23,0,2.14,0.13,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural,Persons,40.75,0.2,11.5,0.5,0.33,15.1,8.17,9.34,0.18,0.54,0.48,0.5,1.3,0.81,1.69,4.37,1.19,0.02,2.61,0.43,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Urban,Male,2.6,0.13,34.31,1.26,0.99,9.97,19.56,6.73,2.41,3.37,3.5,0.93,2.29,2.44,2.46,2.42,1.48,0.19,2.53,0.45,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Urban,Female,8.8,0,31.1,0.34,0.12,3.11,7.26,0,1.31,1.82,1.48,0.18,5.28,0.53,1.03,20.39,6.12,0,5.61,5.52,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Urban,Persons,3.45,0.11,33.87,1.13,0.87,9.03,17.88,5.81,2.26,3.16,3.22,0.83,2.69,2.18,2.26,4.88,2.11,0.16,2.95,1.14,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,23.99,0.2,19.99,0.83,0.6,14.64,12.99,9.44,1.01,1.52,1.63,0.71,1.81,1.48,2.09,2.83,1.06,0.08,2.63,0.47,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,47.12,0,16.68,0.11,0.07,3.07,3.88,0.2,0.43,1.21,0.49,0.06,1.75,0.28,0.78,14.48,4.19,0,3.29,1.91,0
India,Haryana,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,27.41,0.17,19.5,0.72,0.52,12.93,11.65,8.08,0.92,1.47,1.46,0.62,1.8,1.3,1.9,4.55,1.52,0.07,2.73,0.68,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Male,39.68,0.04,6.72,1.32,0.66,23.37,6.16,7.56,1.72,0.2,0.49,0,0.67,1.85,2.98,3.85,0.5,0.1,2,0.11,0.01
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Female,86.27,0,1.59,0,0.16,3.47,0.74,0,0.71,0,0.09,0,0.01,0.3,0.43,4.93,0.82,0,0.41,0.06,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Persons,59.86,0.02,4.5,0.75,0.44,14.75,3.81,4.29,1.29,0.11,0.32,0,0.38,1.18,1.87,4.32,0.64,0.06,1.31,0.09,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Male,4.77,0,26.48,0.15,0.73,17.31,13.9,3.96,6.07,0.69,2.13,0.21,1.45,6.95,6.4,4.35,1.8,1.06,1.13,0.45,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Female,27.26,0,16.8,0,1.04,3.07,6.3,0,3.27,0.34,2.51,0.3,0.89,0.64,1.15,20.52,7.2,0,5.02,3.67,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Persons,9.17,0,24.59,0.12,0.79,14.53,12.41,3.19,5.52,0.62,2.21,0.23,1.34,5.72,5.38,7.51,2.85,0.86,1.89,1.08,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,35.68,0.04,8.99,1.19,0.67,22.68,7.05,7.15,2.22,0.25,0.68,0.02,0.76,2.44,3.37,3.9,0.65,0.21,1.9,0.15,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,83.94,0,2.19,0,0.19,3.46,0.96,0,0.81,0.01,0.19,0.01,0.05,0.31,0.45,5.55,1.08,0,0.59,0.2,0
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,55.61,0.02,6.18,0.7,0.47,14.74,4.53,4.2,1.64,0.15,0.48,0.02,0.46,1.56,2.17,4.58,0.82,0.12,1.36,0.17,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural,Male,33.32,0.19,6.72,0.49,1.65,24.42,10.4,6.31,0.86,0.25,0.34,0.06,0.85,0.61,6.64,4.71,0.89,0.12,0.94,0.23,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural,Female,85.72,0,4.05,0,0,0.01,0.32,0,0.37,0,0,0,0,0.18,1.9,4.36,2.61,0.05,0.44,0,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural,Persons,47.72,0.14,5.99,0.35,1.2,17.71,7.63,4.58,0.73,0.18,0.24,0.04,0.61,0.49,5.34,4.61,1.36,0.1,0.81,0.17,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Urban,Male,7.45,0.22,12.08,0.92,1.97,13.8,21.56,11.15,2.87,1.24,2.66,0.19,0.9,1.86,11,3.83,3.01,1.18,1.87,0.25,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Urban,Female,22.38,0,19.51,0.4,0.32,2.18,2.2,0.49,0.82,1.16,3.63,0.08,0.87,1.03,7.41,26.86,5.72,0,3.85,1.08,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Urban,Persons,10.43,0.18,13.56,0.82,1.64,11.48,17.69,9.02,2.46,1.22,2.85,0.17,0.89,1.69,10.28,8.43,3.55,0.95,2.27,0.42,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,28.08,0.2,7.81,0.58,1.72,22.26,12.67,7.29,1.27,0.45,0.81,0.09,0.86,0.86,7.52,4.53,1.32,0.33,1.13,0.23,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,76.65,0,6.26,0.06,0.05,0.32,0.58,0.07,0.43,0.17,0.52,0.01,0.13,0.3,2.69,7.59,3.06,0.04,0.93,0.16,0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,40.74,0.15,7.41,0.44,1.28,16.54,9.51,5.41,1.05,0.38,0.73,0.07,0.67,0.71,6.26,5.33,1.77,0.26,1.08,0.21,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural,Male,51.2,1.23,5.46,0.18,0.06,21.8,6.92,4.56,1.55,0.06,0.4,0.15,0.15,0.82,0.82,2.8,0.43,0.02,1.38,0.02,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural,Female,75.55,0.26,8.71,0,0,6.33,1.77,0,0.2,0,0,0,0.05,0,1.78,2.82,1.4,0,0.96,0.17,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural,Persons,55.43,1.06,6.02,0.15,0.05,19.11,6.03,3.76,1.31,0.05,0.33,0.12,0.13,0.68,0.98,2.8,0.6,0.02,1.31,0.04,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Urban,Male,6.34,3.93,22.33,0.61,0.96,15.09,19.71,7.47,3.24,0.47,1.58,0.67,2.25,2.74,3.84,4.16,1.57,0.16,2.33,0.55,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Urban,Female,5.3,1.26,15.85,0.21,1.75,19.32,3.24,0.61,1.75,1.8,1.63,0,0.22,0.41,3.74,21.43,3.04,0,7.47,10.97,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Urban,Persons,6.16,3.45,21.17,0.54,1.1,15.84,16.77,6.25,2.97,0.71,1.59,0.55,1.89,2.33,3.82,7.24,1.84,0.13,3.24,2.41,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,43.33,1.7,8.42,0.26,0.22,20.62,9.17,5.07,1.84,0.13,0.61,0.24,0.52,1.16,1.35,3.04,0.63,0.05,1.54,0.11,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,62.91,0.44,10,0.04,0.31,8.67,2.03,0.11,0.48,0.32,0.29,0,0.08,0.07,2.13,6.17,1.7,0,2.13,2.11,0
India,Jharkhand,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,46.75,1.48,8.69,0.22,0.23,18.54,7.92,4.2,1.61,0.17,0.55,0.2,0.44,0.97,1.48,3.58,0.81,0.04,1.65,0.46,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural,Male,63.78,0.4,7.3,0.21,0.16,7.25,5.53,6.42,2.39,0.45,0.87,0.03,0.27,0.44,1.08,1.4,0.35,0.12,1.49,0.07,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural,Female,76.57,0.23,8.42,0,0,1.11,2.84,0.51,1.59,0.32,0.15,0.1,0.12,0.27,0.66,6.14,0.8,0.1,0.1,0,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural,Persons,67.17,0.35,7.6,0.16,0.12,5.62,4.82,4.85,2.18,0.41,0.68,0.05,0.23,0.4,0.97,2.66,0.47,0.12,1.12,0.05,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Urban,Male,6.94,0.33,18.19,0.54,0.55,14.73,17.53,11.31,4.5,5.54,2.28,1.37,1.99,2.44,3.47,3.48,2.02,0.27,2.18,0.33,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Urban,Female,11.06,0,28.1,0.36,0,3.14,11.62,0.37,3.29,4.83,2.09,0.4,1.06,1.14,2.18,14.06,5.3,0.29,3.78,6.92,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Urban,Persons,7.92,0.25,20.56,0.5,0.42,11.96,16.12,8.7,4.21,5.37,2.23,1.14,1.77,2.13,3.17,6.01,2.8,0.28,2.56,1.9,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,42.73,0.37,11.33,0.34,0.3,10.02,9.97,8.23,3.17,2.33,1.39,0.53,0.91,1.18,1.97,2.17,0.97,0.18,1.74,0.17,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,54.42,0.15,15.07,0.12,0,1.79,5.81,0.46,2.17,1.84,0.8,0.2,0.44,0.56,1.17,8.82,2.32,0.16,1.34,2.34,0
India,Karnataka,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,45.72,0.31,12.29,0.28,0.23,7.92,8.91,6.24,2.91,2.21,1.24,0.44,0.79,1.02,1.76,3.87,1.31,0.17,1.64,0.72,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural,Male,26.86,0.5,9.18,0.46,0.15,22.17,13.25,11.85,3.35,0.81,1.66,0.19,0.81,1.43,1.72,1.7,0.61,0.55,2.51,0.28,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural,Female,26.09,0,13.08,0.1,0,12.96,9.6,0.94,1.28,1.39,3.43,0.17,0.62,0.95,2.5,12.44,8.93,0.17,2.58,2.77,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural,Persons,26.65,0.36,10.23,0.36,0.11,19.68,12.26,8.9,2.79,0.97,2.13,0.18,0.76,1.3,1.93,4.6,2.85,0.44,2.53,0.95,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Urban,Male,11.37,0.16,12.05,0.52,0.36,21.63,19.35,12.45,2.88,2.32,2.28,0.36,1.79,2.01,2.21,2.02,1.86,0.95,3.03,0.39,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Urban,Female,9.64,0,14.61,0.22,0.6,9.35,7.99,1.73,2.13,1.63,9.03,0,2.77,2.68,2.73,14.82,10.85,0.4,2.59,6.22,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Urban,Persons,10.91,0.12,12.73,0.44,0.43,18.36,16.33,9.6,2.68,2.14,4.08,0.26,2.05,2.19,2.35,5.43,4.25,0.81,2.92,1.94,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,20.14,0.35,10.42,0.49,0.24,21.93,15.89,12.11,3.15,1.46,1.93,0.26,1.24,1.68,1.93,1.84,1.15,0.72,2.74,0.33,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,19.04,0,13.73,0.15,0.26,11.42,8.91,1.28,1.64,1.5,5.83,0.1,1.55,1.7,2.6,13.46,9.75,0.27,2.58,4.25,0
India,Kerala,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,19.85,0.26,11.31,0.4,0.25,19.11,14.02,9.21,2.74,1.47,2.97,0.22,1.32,1.68,2.11,4.96,3.46,0.6,2.7,1.38,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural,Male,33.32,0.19,6.72,0.49,1.65,24.42,10.4,6.31,0.86,0.25,0.34,0.06,0.85,0.61,6.64,4.71,0.89,0.12,0.94,0.23,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural,Female,85.72,0,4.05,0,0,0.01,0.32,0,0.37,0,0,0,0,0.18,1.9,4.36,2.61,0.05,0.44,0,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural,Persons,47.72,0.14,5.99,0.35,1.2,17.71,7.63,4.58,0.73,0.18,0.24,0.04,0.61,0.49,5.34,4.61,1.36,0.1,0.81,0.17,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Urban,Male,7.45,0.22,12.08,0.92,1.97,13.8,21.56,11.15,2.87,1.24,2.66,0.19,0.9,1.86,11,3.83,3.01,1.18,1.87,0.25,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Urban,Female,22.38,0,19.51,0.4,0.32,2.18,2.2,0.49,0.82,1.16,3.63,0.08,0.87,1.03,7.41,26.86,5.72,0,3.85,1.08,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Urban,Persons,10.43,0.18,13.56,0.82,1.64,11.48,17.69,9.02,2.46,1.22,2.85,0.17,0.89,1.69,10.28,8.43,3.55,0.95,2.27,0.42,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,28.08,0.2,7.81,0.58,1.72,22.26,12.67,7.29,1.27,0.45,0.81,0.09,0.86,0.86,7.52,4.53,1.32,0.33,1.13,0.23,0
